seconds,mV
14.408,0.447
14.411,0.417
14.414,0.410
14.417,0.403
14.419,0.383
14.422,0.353
14.425,0.305
14.428,0.254
14.431,0.214
14.433,0.200
14.436,0.173
14.439,0.132
14.442,0.085
14.444,0.044
14.447,0.024
14.450,0.003
14.453,-0.031
14.456,-0.075
14.458,-0.098
14.461,-0.119
14.464,-0.122
14.467,-0.132
14.469,-0.142
14.472,-0.166
14.475,-0.203
14.478,-0.224
14.481,-0.231
14.483,-0.234
14.486,-0.244
14.489,-0.251
14.492,-0.251
14.494,-0.251
14.497,-0.258
14.500,-0.261
14.503,-0.254
14.506,-0.268
14.508,-0.285
14.511,-0.278
14.514,-0.264
14.517,-0.261
14.519,-0.278
14.522,-0.295
14.525,-0.305
14.528,-0.302
14.531,-0.281
14.533,-0.281
14.536,-0.288
14.539,-0.308
14.542,-0.325
14.544,-0.325
14.547,-0.322
14.550,-0.315
14.553,-0.319
14.556,-0.329
14.558,-0.336
14.561,-0.336
14.564,-0.329
14.567,-0.322
14.569,-0.322
14.572,-0.322
14.575,-0.319
14.578,-0.308
14.581,-0.308
14.583,-0.315
14.586,-0.312
14.589,-0.342
14.592,-0.349
14.594,-0.336
14.597,-0.322
14.600,-0.308
14.603,-0.295
14.606,-0.295
14.608,-0.305
14.611,-0.305
14.614,-0.312
14.617,-0.298
14.619,-0.271
14.622,-0.271
14.625,-0.278
14.628,-0.281
14.631,-0.271
14.633,-0.258
14.636,-0.241
14.639,-0.244
14.642,-0.264
14.644,-0.278
14.647,-0.261
14.650,-0.237
14.653,-0.231
14.656,-0.244
14.658,-0.258
14.661,-0.264
14.664,-0.244
14.667,-0.214
14.669,-0.210
14.672,-0.227
14.675,-0.244
14.678,-0.251
14.681,-0.244
14.683,-0.247
14.686,-0.237
14.689,-0.234
14.692,-0.244
14.694,-0.254
14.697,-0.247
14.700,-0.241
14.703,-0.247
14.706,-0.254
14.708,-0.251
14.711,-0.244
14.714,-0.241
14.717,-0.247
14.719,-0.254
14.722,-0.268
14.725,-0.288
14.728,-0.278
14.731,-0.261
14.733,-0.251
14.736,-0.254
14.739,-0.258
14.742,-0.271
14.744,-0.278
14.747,-0.258
14.750,-0.241
14.753,-0.234
14.756,-0.258
14.758,-0.285
14.761,-0.295
14.764,-0.275
14.767,-0.261
14.769,-0.258
14.772,-0.268
14.775,-0.281
14.778,-0.281
14.781,-0.278
14.783,-0.264
14.786,-0.258
14.789,-0.258
14.792,-0.285
14.794,-0.292
14.797,-0.271
14.800,-0.251
14.803,-0.258
14.806,-0.278
14.808,-0.298
14.811,-0.295
14.814,-0.281
14.817,-0.271
14.819,-0.271
14.822,-0.275
14.825,-0.271
14.828,-0.268
14.831,-0.261
14.833,-0.254
14.836,-0.271
14.839,-0.295
14.842,-0.298
14.844,-0.281
14.847,-0.271
14.850,-0.264
14.853,-0.264
14.856,-0.268
14.858,-0.278
14.861,-0.285
14.864,-0.288
14.867,-0.285
14.869,-0.278
14.872,-0.275
14.875,-0.278
14.878,-0.278
14.881,-0.258
14.883,-0.241
14.886,-0.241
14.889,-0.254
14.892,-0.268
14.894,-0.271
14.897,-0.264
14.900,-0.251
14.903,-0.247
14.906,-0.261
14.908,-0.254
14.911,-0.234
14.914,-0.217
14.917,-0.203
14.919,-0.190
14.922,-0.180
14.925,-0.183
14.928,-0.190
14.931,-0.180
14.933,-0.159
14.936,-0.146
14.939,-0.132
14.942,-0.108
14.944,-0.092
14.947,-0.075
14.950,-0.058
14.953,-0.064
14.956,-0.095
14.958,-0.119
14.961,-0.115
14.964,-0.102
14.967,-0.102
14.969,-0.102
14.972,-0.119
14.975,-0.142
14.978,-0.159
14.981,-0.163
14.983,-0.149
14.986,-0.136
14.989,-0.146
14.992,-0.176
14.994,-0.207
14.997,-0.224
15.000,-0.224
15.003,-0.247
15.006,-0.285
15.008,-0.305
15.011,-0.312
15.014,-0.315
15.017,-0.305
15.019,-0.298
15.022,-0.312
15.025,-0.336
15.028,-0.339
15.031,-0.332
15.033,-0.315
15.036,-0.322
15.039,-0.329
15.042,-0.336
15.044,-0.336
15.047,-0.325
15.050,-0.305
15.053,-0.312
15.056,-0.319
15.058,-0.319
15.061,-0.336
15.064,-0.346
15.067,-0.363
15.069,-0.353
15.072,-0.292
15.075,-0.217
15.078,-0.146
15.081,-0.007
15.083,0.210
15.086,0.512
15.089,0.908
15.092,1.478
15.094,2.180
15.097,2.881
15.100,3.369
15.103,3.444
15.106,3.139
15.108,2.688
15.111,2.156
15.114,1.454
15.117,0.580
15.119,-0.166
15.122,-0.614
15.125,-0.807
15.128,-0.776
15.131,-0.624
15.133,-0.502
15.136,-0.464
15.139,-0.475
15.142,-0.468
15.144,-0.434
15.147,-0.397
15.150,-0.349
15.153,-0.336
15.156,-0.336
15.158,-0.346
15.161,-0.346
15.164,-0.339
15.167,-0.325
15.169,-0.322
15.172,-0.329
15.175,-0.339
15.178,-0.332
15.181,-0.322
15.183,-0.319
15.186,-0.315
15.189,-0.325
15.192,-0.332
15.194,-0.332
15.197,-0.339
15.200,-0.325
15.203,-0.308
15.206,-0.308
15.208,-0.315
15.211,-0.312
15.214,-0.302
15.217,-0.288
15.219,-0.285
15.222,-0.295
15.225,-0.308
15.228,-0.315
15.231,-0.308
15.233,-0.295
15.236,-0.271
15.239,-0.271
15.242,-0.288
15.244,-0.285
15.247,-0.275
15.250,-0.275
15.253,-0.281
15.256,-0.288
15.258,-0.288
15.261,-0.281
15.264,-0.268
15.267,-0.251
15.269,-0.247
15.272,-0.258
15.275,-0.258
15.278,-0.244
15.281,-0.231
15.283,-0.207
15.286,-0.210
15.289,-0.234
15.292,-0.237
15.294,-0.224
15.297,-0.193
15.300,-0.169
15.303,-0.166
15.306,-0.163
15.308,-0.156
15.311,-0.146
15.314,-0.125
15.317,-0.105
15.319,-0.095
15.322,-0.095
15.325,-0.088
15.328,-0.061
15.331,-0.031
15.333,0.003
15.336,0.020
15.339,0.041
15.342,0.061
15.344,0.092
15.347,0.122
15.350,0.139
15.353,0.159
15.356,0.183
15.358,0.203
15.361,0.234
15.364,0.285
15.367,0.325
15.369,0.342
15.372,0.366
15.375,0.397
15.378,0.414
15.381,0.431
15.383,0.451
15.386,0.475
15.389,0.488
15.392,0.485
15.394,0.495
15.397,0.515
15.400,0.546
15.403,0.556
15.406,0.553
15.408,0.549
15.411,0.542
15.414,0.542
15.417,0.542
15.419,0.536
15.422,0.525
15.425,0.519
15.428,0.502
15.431,0.481
15.433,0.475
15.436,0.447
15.439,0.403
15.442,0.363
15.444,0.332
15.447,0.312
15.450,0.305
15.453,0.268
15.456,0.220
15.458,0.176
15.461,0.132
15.464,0.095
15.467,0.071
15.469,0.037
15.472,0.000
15.475,-0.034
15.478,-0.058
15.481,-0.064
15.483,-0.081
15.486,-0.105
15.489,-0.139
15.492,-0.169
15.494,-0.186
15.497,-0.193
15.500,-0.200
15.503,-0.217
15.506,-0.241
15.508,-0.254
15.511,-0.251
15.514,-0.241
15.517,-0.241
15.519,-0.251
15.522,-0.261
15.525,-0.281
15.528,-0.288
15.531,-0.275
15.533,-0.251
15.536,-0.258
15.539,-0.288
15.542,-0.308
15.544,-0.315
15.547,-0.298
15.550,-0.264
15.553,-0.251
15.556,-0.278
15.558,-0.322
15.561,-0.342
15.564,-0.332
15.567,-0.302
15.569,-0.288
15.572,-0.305
15.575,-0.332
15.578,-0.342
15.581,-0.332
15.583,-0.312
15.586,-0.308
15.589,-0.315
15.592,-0.336
15.594,-0.336
15.597,-0.322
15.600,-0.312
15.603,-0.315
15.606,-0.319
15.608,-0.329
15.611,-0.336
15.614,-0.322
15.617,-0.315
15.619,-0.312
15.622,-0.315
15.625,-0.315
15.628,-0.315
15.631,-0.298
15.633,-0.288
15.636,-0.292
15.639,-0.288
15.642,-0.281
15.644,-0.281
15.647,-0.271
15.650,-0.254
15.653,-0.251
15.656,-0.264
15.658,-0.258
15.661,-0.251
15.664,-0.244
15.667,-0.241
15.669,-0.231
15.672,-0.234
15.675,-0.241
15.678,-0.244
15.681,-0.234
15.683,-0.210
15.686,-0.207
15.689,-0.214
15.692,-0.231
15.694,-0.234
15.697,-0.231
15.700,-0.227
15.703,-0.224
15.706,-0.234
15.708,-0.254
15.711,-0.258
15.714,-0.241
15.717,-0.217
15.719,-0.224
15.722,-0.241
15.725,-0.244
15.728,-0.251
15.731,-0.251
15.733,-0.244
15.736,-0.237
15.739,-0.237
15.742,-0.251
15.744,-0.261
15.747,-0.258
15.750,-0.237
15.753,-0.227
15.756,-0.231
15.758,-0.261
15.761,-0.285
15.764,-0.264
15.767,-0.251
15.769,-0.247
15.772,-0.261
15.775,-0.258
15.778,-0.251
15.781,-0.254
15.783,-0.258
15.786,-0.261
15.789,-0.264
15.792,-0.268
15.794,-0.275
15.797,-0.268
15.800,-0.258
15.803,-0.251
15.806,-0.254
15.808,-0.261
15.811,-0.264
15.814,-0.251
15.817,-0.251
15.819,-0.275
15.822,-0.288
15.825,-0.278
15.828,-0.271
15.831,-0.268
15.833,-0.258
15.836,-0.247
15.839,-0.254
15.842,-0.268
15.844,-0.288
15.847,-0.281
15.850,-0.271
15.853,-0.261
15.856,-0.268
15.858,-0.288
15.861,-0.281
15.864,-0.268
15.867,-0.268
15.869,-0.268
15.872,-0.254
15.875,-0.251
15.878,-0.258
15.881,-0.268
15.883,-0.275
15.886,-0.278
15.889,-0.275
15.892,-0.288
15.894,-0.285
15.897,-0.275
15.900,-0.258
15.903,-0.258
15.906,-0.275
15.908,-0.281
15.911,-0.268
15.914,-0.258
15.917,-0.251
15.919,-0.247
15.922,-0.261
15.925,-0.285
15.928,-0.275
15.931,-0.244
15.933,-0.227
15.936,-0.210
15.939,-0.207
15.942,-0.210
15.944,-0.210
15.947,-0.200
15.950,-0.186
15.953,-0.173
15.956,-0.163
15.958,-0.166
15.961,-0.159
15.964,-0.132
15.967,-0.105
15.969,-0.095
15.972,-0.095
15.975,-0.102
15.978,-0.095
15.981,-0.081
15.983,-0.081
15.986,-0.095
15.989,-0.102
15.992,-0.105
15.994,-0.095
15.997,-0.085
16.000,-0.112
16.003,-0.142
16.006,-0.166
16.008,-0.173
16.011,-0.173
16.014,-0.166
16.017,-0.166
16.019,-0.176
16.022,-0.186
16.025,-0.197
16.028,-0.214
16.031,-0.231
16.033,-0.264
16.036,-0.312
16.039,-0.329
16.042,-0.336
16.044,-0.332
16.047,-0.319
16.050,-0.315
16.053,-0.319
16.056,-0.336
16.058,-0.342
16.061,-0.339
16.064,-0.325
16.067,-0.305
16.069,-0.305
16.072,-0.322
16.075,-0.332
16.078,-0.319
16.081,-0.305
16.083,-0.315
16.086,-0.332
16.089,-0.359
16.092,-0.376
16.094,-0.366
16.097,-0.302
16.100,-0.203
16.103,-0.088
16.106,0.051
16.108,0.268
16.111,0.569
16.114,1.007
16.117,1.607
16.119,2.319
16.122,2.997
16.125,3.427
16.128,3.437
16.131,3.136
16.133,2.722
16.136,2.197
16.139,1.454
16.142,0.549
16.144,-0.176
16.147,-0.576
16.150,-0.719
16.153,-0.671
16.156,-0.546
16.158,-0.464
16.161,-0.437
16.164,-0.434
16.167,-0.431
16.169,-0.414
16.172,-0.390
16.175,-0.359
16.178,-0.336
16.181,-0.319
16.183,-0.302
16.186,-0.302
16.189,-0.325
16.192,-0.349
16.194,-0.356
16.197,-0.353
16.200,-0.336
16.203,-0.325
16.206,-0.332
16.208,-0.339
16.211,-0.336
16.214,-0.325
16.217,-0.319
16.219,-0.305
16.222,-0.305
16.225,-0.319
16.228,-0.319
16.231,-0.308
16.233,-0.295
16.236,-0.285
16.239,-0.295
16.242,-0.312
16.244,-0.312
16.247,-0.302
16.250,-0.285
16.253,-0.271
16.256,-0.268
16.258,-0.285
16.261,-0.295
16.264,-0.292
16.267,-0.278
16.269,-0.264
16.272,-0.261
16.275,-0.261
16.278,-0.268
16.281,-0.254
16.283,-0.241
16.286,-0.251
16.289,-0.258
16.292,-0.268
16.294,-0.261
16.297,-0.251
16.300,-0.237
16.303,-0.231
16.306,-0.231
16.308,-0.234
16.311,-0.217
16.314,-0.210
16.317,-0.203
16.319,-0.190
16.322,-0.180
16.325,-0.176
16.328,-0.180
16.331,-0.159
16.333,-0.139
16.336,-0.122
16.339,-0.122
16.342,-0.115
16.344,-0.102
16.347,-0.064
16.350,-0.020
16.353,0.007
16.356,0.017
16.358,0.007
16.361,0.014
16.364,0.051
16.367,0.088
16.369,0.119
16.372,0.136
16.375,0.153
16.378,0.183
16.381,0.227
16.383,0.275
16.386,0.292
16.389,0.312
16.392,0.336
16.394,0.366
16.397,0.393
16.400,0.407
16.403,0.420
16.406,0.444
16.408,0.464
16.411,0.481
16.414,0.505
16.417,0.525
16.419,0.539
16.422,0.542
16.425,0.542
16.428,0.556
16.431,0.573
16.433,0.586
16.436,0.586
16.439,0.569
16.442,0.556
16.444,0.553
16.447,0.556
16.450,0.553
16.453,0.542
16.456,0.515
16.458,0.475
16.461,0.441
16.464,0.420
16.467,0.400
16.469,0.359
16.472,0.329
16.475,0.302
16.478,0.254
16.481,0.214
16.483,0.186
16.486,0.156
16.489,0.119
16.492,0.081
16.494,0.051
16.497,0.027
16.500,0.003
16.503,-0.020
16.506,-0.044
16.508,-0.061
16.511,-0.085
16.514,-0.122
16.517,-0.163
16.519,-0.190
16.522,-0.190
16.525,-0.200
16.528,-0.203
16.531,-0.207
16.533,-0.207
16.536,-0.210
16.539,-0.220
16.542,-0.244
16.544,-0.261
16.547,-0.251
16.550,-0.227
16.553,-0.234
16.556,-0.244
16.558,-0.254
16.561,-0.251
16.564,-0.264
16.567,-0.261
16.569,-0.241
16.572,-0.237
16.575,-0.258
16.578,-0.275
16.581,-0.261
16.583,-0.247
16.586,-0.254
16.589,-0.281
16.592,-0.298
16.594,-0.295
16.597,-0.275
16.600,-0.251
16.603,-0.254
16.606,-0.268
16.608,-0.278
16.611,-0.298
16.614,-0.308
16.617,-0.295
16.619,-0.281
16.622,-0.285
16.625,-0.288
16.628,-0.295
16.631,-0.315
16.633,-0.315
16.636,-0.302
16.639,-0.295
16.642,-0.295
16.644,-0.288
16.647,-0.278
16.650,-0.275
16.653,-0.271
16.656,-0.278
16.658,-0.288
16.661,-0.281
16.664,-0.264
16.667,-0.254
16.669,-0.244
16.672,-0.241
16.675,-0.254
16.678,-0.251
16.681,-0.251
16.683,-0.237
16.686,-0.227
16.689,-0.220
16.692,-0.224
16.694,-0.227
16.697,-0.227
16.700,-0.210
16.703,-0.207
16.706,-0.210
16.708,-0.217
16.711,-0.217
16.714,-0.203
16.717,-0.197
16.719,-0.210
16.722,-0.224
16.725,-0.220
16.728,-0.217
16.731,-0.210
16.733,-0.190
16.736,-0.176
16.739,-0.176
16.742,-0.203
16.744,-0.231
16.747,-0.241
16.750,-0.231
16.753,-0.224
16.756,-0.234
16.758,-0.241
16.761,-0.237
16.764,-0.227
16.767,-0.231
16.769,-0.234
16.772,-0.231
16.775,-0.220
16.778,-0.227
16.781,-0.234
16.783,-0.227
16.786,-0.214
16.789,-0.214
16.792,-0.227
16.794,-0.237
16.797,-0.234
16.800,-0.231
16.803,-0.234
16.806,-0.241
16.808,-0.244
16.811,-0.244
16.814,-0.237
16.817,-0.231
16.819,-0.231
16.822,-0.241
16.825,-0.241
16.828,-0.231
16.831,-0.217
16.833,-0.237
16.836,-0.251
16.839,-0.244
16.842,-0.241
16.844,-0.258
16.847,-0.258
16.850,-0.241
16.853,-0.231
16.856,-0.234
16.858,-0.247
16.861,-0.268
16.864,-0.264
16.867,-0.247
16.869,-0.237
16.872,-0.241
16.875,-0.254
16.878,-0.258
16.881,-0.258
16.883,-0.254
16.886,-0.247
16.889,-0.247
16.892,-0.254
16.894,-0.264
16.897,-0.254
16.900,-0.241
16.903,-0.231
16.906,-0.247
16.908,-0.261
16.911,-0.251
16.914,-0.227
16.917,-0.231
16.919,-0.251
16.922,-0.261
16.925,-0.258
16.928,-0.258
16.931,-0.254
16.933,-0.244
16.936,-0.247
16.939,-0.258
16.942,-0.261
16.944,-0.261
16.947,-0.258
16.950,-0.231
16.953,-0.203
16.956,-0.207
16.958,-0.217
16.961,-0.214
16.964,-0.183
16.967,-0.149
16.969,-0.139
16.972,-0.142
16.975,-0.156
16.978,-0.169
16.981,-0.153
16.983,-0.119
16.986,-0.088
16.989,-0.075
16.992,-0.081
16.994,-0.095
16.997,-0.088
17.000,-0.081
17.003,-0.088
17.006,-0.092
17.008,-0.088
17.011,-0.081
17.014,-0.064
17.017,-0.051
17.019,-0.064
17.022,-0.092
17.025,-0.122
17.028,-0.146
17.031,-0.146
17.033,-0.129
17.036,-0.136
17.039,-0.163
17.042,-0.200
17.044,-0.224
17.047,-0.231
17.050,-0.224
17.053,-0.227
17.056,-0.244
17.058,-0.275
17.061,-0.295
17.064,-0.298
17.067,-0.295
17.069,-0.288
17.072,-0.302
17.075,-0.315
17.078,-0.315
17.081,-0.315
17.083,-0.302
17.086,-0.292
17.089,-0.305
17.092,-0.315
17.094,-0.308
17.097,-0.295
17.100,-0.288
17.103,-0.298
17.106,-0.315
17.108,-0.332
17.111,-0.353
17.114,-0.369
17.117,-0.336
17.119,-0.251
17.122,-0.159
17.125,-0.054
17.128,0.112
17.131,0.366
17.133,0.708
17.136,1.203
17.139,1.861
17.142,2.597
17.144,3.224
17.147,3.532
17.150,3.400
17.153,3.020
17.156,2.553
17.158,1.963
17.161,1.136
17.164,0.258
17.167,-0.349
17.169,-0.658
17.172,-0.722
17.175,-0.624
17.178,-0.495
17.181,-0.417
17.183,-0.390
17.186,-0.397
17.189,-0.407
17.192,-0.400
17.194,-0.363
17.197,-0.332
17.200,-0.322
17.203,-0.308
17.206,-0.315
17.208,-0.329
17.211,-0.336
17.214,-0.325
17.217,-0.308
17.219,-0.308
17.222,-0.319
17.225,-0.308
17.228,-0.308
17.231,-0.305
17.233,-0.305
17.236,-0.312
17.239,-0.322
17.242,-0.325
17.244,-0.325
17.247,-0.312
17.250,-0.295
17.253,-0.302
17.256,-0.312
17.258,-0.312
17.261,-0.308
17.264,-0.302
17.267,-0.285
17.269,-0.278
17.272,-0.285
17.275,-0.285
17.278,-0.278
17.281,-0.288
17.283,-0.288
17.286,-0.292
17.289,-0.285
17.292,-0.278
17.294,-0.271
17.297,-0.264
17.300,-0.258
17.303,-0.247
17.306,-0.247
17.308,-0.261
17.311,-0.264
17.314,-0.254
17.317,-0.247
17.319,-0.251
17.322,-0.247
17.325,-0.241
17.328,-0.241
17.331,-0.227
17.333,-0.200
17.336,-0.180
17.339,-0.186
17.342,-0.210
17.344,-0.214
17.347,-0.186
17.350,-0.156
17.353,-0.146
17.356,-0.142
17.358,-0.132
17.361,-0.112
17.364,-0.095
17.367,-0.085
17.369,-0.061
17.372,-0.041
17.375,-0.031
17.378,-0.020
17.381,0.017
17.383,0.058
17.386,0.085
17.389,0.092
17.392,0.095
17.394,0.125
17.397,0.169
17.400,0.220
17.403,0.254
17.406,0.264
17.408,0.281
17.411,0.308
17.414,0.349
17.417,0.386
17.419,0.400
17.422,0.407
17.425,0.414
17.428,0.437
17.431,0.475
17.433,0.505
17.436,0.522
17.439,0.522
17.442,0.525
17.444,0.539
17.447,0.563
17.450,0.569
17.453,0.563
17.456,0.553
17.458,0.542
17.461,0.539
17.464,0.539
17.467,0.549
17.469,0.536
17.472,0.519
17.475,0.492
17.478,0.475
17.481,0.458
17.483,0.434
17.486,0.403
17.489,0.356
17.492,0.315
17.494,0.285
17.497,0.261
17.500,0.244
17.503,0.220
17.506,0.180
17.508,0.129
17.511,0.078
17.514,0.034
17.517,0.007
17.519,-0.014
17.522,-0.041
17.525,-0.081
17.528,-0.105
17.531,-0.115
17.533,-0.129
17.536,-0.136
17.539,-0.156
17.542,-0.183
17.544,-0.200
17.547,-0.200
17.550,-0.190
17.553,-0.183
17.556,-0.203
17.558,-0.234
17.561,-0.254
17.564,-0.258
17.567,-0.247
17.569,-0.251
17.572,-0.254
17.575,-0.258
17.578,-0.271
17.581,-0.271
17.583,-0.254
17.586,-0.247
17.589,-0.264
17.592,-0.281
17.594,-0.292
17.597,-0.295
17.600,-0.285
17.603,-0.281
17.606,-0.295
17.608,-0.305
17.611,-0.288
17.614,-0.271
17.617,-0.268
17.619,-0.278
17.622,-0.292
17.625,-0.302
17.628,-0.312
17.631,-0.322
17.633,-0.325
17.636,-0.312
17.639,-0.308
17.642,-0.325
17.644,-0.332
17.647,-0.332
17.650,-0.312
17.653,-0.302
17.656,-0.308
17.658,-0.319
17.661,-0.308
17.664,-0.292
17.667,-0.288
17.669,-0.292
17.672,-0.305
17.675,-0.315
17.678,-0.312
17.681,-0.302
17.683,-0.281
17.686,-0.275
17.689,-0.281
17.692,-0.292
17.694,-0.288
17.697,-0.271
17.700,-0.251
17.703,-0.247
17.706,-0.271
17.708,-0.278
17.711,-0.258
17.714,-0.227
17.717,-0.207
17.719,-0.207
17.722,-0.210
17.725,-0.234
17.728,-0.244
17.731,-0.247
17.733,-0.237
17.736,-0.227
17.739,-0.231
17.742,-0.251
17.744,-0.247
17.747,-0.224
17.750,-0.217
17.753,-0.227
17.756,-0.227
17.758,-0.220
17.761,-0.217
17.764,-0.224
17.767,-0.227
17.769,-0.231
17.772,-0.244
17.775,-0.254
17.778,-0.247
17.781,-0.234
17.783,-0.227
17.786,-0.237
17.789,-0.244
17.792,-0.251
17.794,-0.254
17.797,-0.244
17.800,-0.231
17.803,-0.241
17.806,-0.268
17.808,-0.281
17.811,-0.264
17.814,-0.237
17.817,-0.234
17.819,-0.241
17.822,-0.244
17.825,-0.251
17.828,-0.261
17.831,-0.251
17.833,-0.237
17.836,-0.241
17.839,-0.237
17.842,-0.244
17.844,-0.247
17.847,-0.244
17.850,-0.237
17.853,-0.220
17.856,-0.217
17.858,-0.251
17.861,-0.275
17.864,-0.268
17.867,-0.261
17.869,-0.258
17.872,-0.244
17.875,-0.237
17.878,-0.251
17.881,-0.271
17.883,-0.268
17.886,-0.251
17.889,-0.247
17.892,-0.261
17.894,-0.264
17.897,-0.264
17.900,-0.251
17.903,-0.241
17.906,-0.254
17.908,-0.271
17.911,-0.271
17.914,-0.261
17.917,-0.234
17.919,-0.234
17.922,-0.254
17.925,-0.258
17.928,-0.254
17.931,-0.251
17.933,-0.244
17.936,-0.241
17.939,-0.244
17.942,-0.264
17.944,-0.278
17.947,-0.275
17.950,-0.258
17.953,-0.234
17.956,-0.224
17.958,-0.258
17.961,-0.271
17.964,-0.264
17.967,-0.237
17.969,-0.241
17.972,-0.254
17.975,-0.251
17.978,-0.258
17.981,-0.254
17.983,-0.241
17.986,-0.224
17.989,-0.227
17.992,-0.244
17.994,-0.261
17.997,-0.268
18.000,-0.264
18.003,-0.247
18.006,-0.231
18.008,-0.227
18.011,-0.217
18.014,-0.193
18.017,-0.186
18.019,-0.190
18.022,-0.197
18.025,-0.190
18.028,-0.173
18.031,-0.149
18.033,-0.129
18.036,-0.112
18.039,-0.088
18.042,-0.081
18.044,-0.095
18.047,-0.088
18.050,-0.064
18.053,-0.054
18.056,-0.051
18.058,-0.054
18.061,-0.051
18.064,-0.037
18.067,-0.024
18.069,-0.041
18.072,-0.075
18.075,-0.112
18.078,-0.146
18.081,-0.142
18.083,-0.129
18.086,-0.129
18.089,-0.139
18.092,-0.156
18.094,-0.190
18.097,-0.214
18.100,-0.227
18.103,-0.227
18.106,-0.241
18.108,-0.271
18.111,-0.271
18.114,-0.264
18.117,-0.275
18.119,-0.288
18.122,-0.295
18.125,-0.315
18.128,-0.325
18.131,-0.319
18.133,-0.308
18.136,-0.308
18.139,-0.315
18.142,-0.322
18.144,-0.315
18.147,-0.295
18.150,-0.281
18.153,-0.288
18.156,-0.302
18.158,-0.319
18.161,-0.342
18.164,-0.339
18.167,-0.298
18.169,-0.214
18.172,-0.112
18.175,0.000
18.178,0.180
18.181,0.458
18.183,0.847
18.186,1.390
18.189,2.058
18.192,2.742
18.194,3.288
18.197,3.458
18.200,3.180
18.203,2.692
18.206,2.156
18.208,1.498
18.211,0.647
18.214,-0.102
18.217,-0.559
18.219,-0.783
18.222,-0.807
18.225,-0.685
18.228,-0.549
18.231,-0.485
18.233,-0.461
18.236,-0.441
18.239,-0.386
18.242,-0.349
18.244,-0.342
18.247,-0.356
18.250,-0.346
18.253,-0.329
18.256,-0.329
18.258,-0.336
18.261,-0.322
18.264,-0.315
18.267,-0.305
18.269,-0.288
18.272,-0.285
18.275,-0.305
18.278,-0.308
18.281,-0.302
18.283,-0.302
18.286,-0.312
18.289,-0.322
18.292,-0.319
18.294,-0.319
18.297,-0.308
18.300,-0.292
18.303,-0.285
18.306,-0.295
18.308,-0.295
18.311,-0.288
18.314,-0.285
18.317,-0.292
18.319,-0.288
18.322,-0.285
18.325,-0.298
18.328,-0.298
18.331,-0.278
18.333,-0.271
18.336,-0.275
18.339,-0.275
18.342,-0.281
18.344,-0.295
18.347,-0.271
18.350,-0.261
18.353,-0.271
18.356,-0.278
18.358,-0.271
18.361,-0.268
18.364,-0.258
18.367,-0.237
18.369,-0.231
18.372,-0.237
18.375,-0.247
18.378,-0.231
18.381,-0.200
18.383,-0.176
18.386,-0.176
18.389,-0.186
18.392,-0.197
18.394,-0.203
18.397,-0.203
18.400,-0.186
18.403,-0.156
18.406,-0.136
18.408,-0.119
18.411,-0.102
18.414,-0.078
18.417,-0.054
18.419,-0.058
18.422,-0.051
18.425,-0.034
18.428,-0.014
18.431,0.014
18.433,0.051
18.436,0.102
18.439,0.136
18.442,0.139
18.444,0.139
18.447,0.146
18.450,0.180
18.453,0.227
18.456,0.264
18.458,0.278
18.461,0.302
18.464,0.339
18.467,0.383
18.469,0.407
18.472,0.414
18.475,0.434
18.478,0.464
18.481,0.485
18.483,0.498
18.486,0.498
18.489,0.478
18.492,0.471
18.494,0.498
18.497,0.532
18.500,0.549
18.503,0.549
18.506,0.549
18.508,0.536
18.511,0.532
18.514,0.549
18.517,0.542
18.519,0.512
18.522,0.492
18.525,0.468
18.528,0.441
18.531,0.427
18.533,0.417
18.536,0.383
18.539,0.346
18.542,0.312
18.544,0.285
18.547,0.254
18.550,0.231
18.553,0.197
18.556,0.153
18.558,0.102
18.561,0.068
18.564,0.054
18.567,0.037
18.569,0.020
18.572,-0.003
18.575,-0.034
18.578,-0.068
18.581,-0.095
18.583,-0.119
18.586,-0.139
18.589,-0.163
18.592,-0.193
18.594,-0.210
18.597,-0.210
18.600,-0.207
18.603,-0.217
18.606,-0.231
18.608,-0.244
18.611,-0.254
18.614,-0.258
18.617,-0.247
18.619,-0.254
18.622,-0.264
18.625,-0.278
18.628,-0.288
18.631,-0.292
18.633,-0.292
18.636,-0.298
18.639,-0.319
18.642,-0.339
18.644,-0.325
18.647,-0.308
18.650,-0.285
18.653,-0.292
18.656,-0.315
18.658,-0.329
18.661,-0.332
18.664,-0.319
18.667,-0.315
18.669,-0.342
18.672,-0.353
18.675,-0.342
18.678,-0.339
18.681,-0.339
18.683,-0.336
18.686,-0.325
18.689,-0.319
18.692,-0.339
18.694,-0.346
18.697,-0.325
18.700,-0.319
18.703,-0.322
18.706,-0.322
18.708,-0.325
18.711,-0.319
18.714,-0.295
18.717,-0.278
18.719,-0.271
18.722,-0.271
18.725,-0.281
18.728,-0.285
18.731,-0.271
18.733,-0.251
18.736,-0.234
18.739,-0.231
18.742,-0.241
18.744,-0.244
18.747,-0.254
18.750,-0.244
18.753,-0.241
18.756,-0.241
18.758,-0.231
18.761,-0.217
18.764,-0.217
18.767,-0.224
18.769,-0.217
18.772,-0.220
18.775,-0.234
18.778,-0.244
18.781,-0.224
18.783,-0.207
18.786,-0.207
18.789,-0.224
18.792,-0.241
18.794,-0.220
18.797,-0.190
18.800,-0.183
18.803,-0.210
18.806,-0.241
18.808,-0.247
