Date,"Mean daily temperature Saugeen River near Port Elgin"
1991-07-24,20
1991-07-25,18.3
1991-07-26,16
1991-07-27,14.5
1991-07-28,13.3
1991-07-29,15.3
1991-07-30,17.8
1991-07-31,16.8
1991-08-01,17.5
1991-08-02,21.3
1991-08-03,18.3
1991-08-04,17.8
1991-08-05,16
1991-08-06,15
1991-08-07,15.3
1991-08-08,17.3
1991-08-09,17
1991-08-10,17.5
1991-08-11,17.8
1991-08-12,18.8
1991-08-13,19.5
1991-08-14,18.5
1991-08-15,18.8
1991-08-16,21.8
1991-08-17,22.8
1991-08-18,21.8
1991-08-19,19
1991-08-20,18.3
1991-08-21,16.5
1991-08-22,18.3
1991-08-23,18.5
1991-08-24,17.3
1991-08-25,17.5
1991-08-26,20
1991-08-27,23.3
1991-08-28,25
1991-08-29,24.5
1991-08-30,24.3
1991-08-31,24.8
1991-09-01,14.3
1991-09-02,11.8
1991-09-03,14.8
1991-09-04,19.3
1991-09-05,16
1991-09-06,14.8
1991-09-07,17.8
1991-09-08,19.3
1991-09-09,19.8
1991-09-10,22.5
1991-09-11,19.3
1991-09-12,12.5
1991-09-13,12.3
1991-09-14,14.8
1991-09-15,17.8
1991-09-16,22.8
1991-09-17,23.3
1991-09-18,15.5
1991-09-19,15.5
1991-09-20,8.8
1991-09-21,7.5
1991-09-22,7
1991-09-23,12
1991-09-24,11.8
1991-09-25,8.5
1991-09-26,7.3
1991-09-27,7.8
1991-09-28,6.3
1991-09-29,6.8
1991-09-30,5.5
1991-10-01,10
1991-10-02,11.8
1991-10-03,14
1991-10-04,13
1991-10-05,12.5
1991-10-06,15
1991-10-07,6.8
1991-10-08,6.8
1991-10-09,9
1991-10-10,10.8
1991-10-11,8
1991-10-12,7.5
1991-10-13,4.8
1991-10-14,3
1991-10-15,3.8
1991-10-16,5.8
1991-10-17,4
1991-10-18,10.3
1991-10-19,7
1991-10-20,4.8
1991-10-21,1.8
1991-10-22,6
1991-10-23,10.3
1991-10-24,18
1991-10-25,17.5
1991-10-26,17.3
1991-10-27,13
1991-10-28,8.3
1991-10-29,8.8
1991-10-30,9.8
1991-10-31,11.3
1991-11-01,9
